nn7.py, same as nn4.py, but no question info
Tuning process for lr=2e-05
----------------------------------------------------------
lr=2e-05, lamb=0, num_epoch=200
Epoch: 1 	Training Cost: 13431.893746	 Valid Acc: 0.6577758961332204 	Best Valid Acc: 0.657776
Epoch: 2 	Training Cost: 11816.115119	 Valid Acc: 0.6754163138583121 	Best Valid Acc: 0.675416
Epoch: 3 	Training Cost: 11518.069484	 Valid Acc: 0.6761219305673158 	Best Valid Acc: 0.676122
Epoch: 4 	Training Cost: 11424.582429	 Valid Acc: 0.6816257408975445 	Best Valid Acc: 0.681626
Epoch: 5 	Training Cost: 11374.530952	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 6 	Training Cost: 11336.279762	 Valid Acc: 0.6848715777589613 	Best Valid Acc: 0.684872
Epoch: 7 	Training Cost: 11295.079620	 Valid Acc: 0.682895850973751 	Best Valid Acc: 0.684872
Epoch: 8 	Training Cost: 11238.234500	 Valid Acc: 0.6817668642393452 	Best Valid Acc: 0.684872
Epoch: 9 	Training Cost: 11156.244675	 Valid Acc: 0.6850127011007621 	Best Valid Acc: 0.685013
Epoch: 10 	Training Cost: 11060.890148	 Valid Acc: 0.6855771944679651 	Best Valid Acc: 0.685577
Epoch: 11 	Training Cost: 10969.811353	 Valid Acc: 0.6865650578605701 	Best Valid Acc: 0.686565
Epoch: 12 	Training Cost: 10874.977713	 Valid Acc: 0.6936212249506069 	Best Valid Acc: 0.693621
Epoch: 13 	Training Cost: 10762.155899	 Valid Acc: 0.6963025684448207 	Best Valid Acc: 0.696303
Epoch: 14 	Training Cost: 10626.548261	 Valid Acc: 0.7009596387242449 	Best Valid Acc: 0.700960
Epoch: 15 	Training Cost: 10486.549862	 Valid Acc: 0.7044877222692634 	Best Valid Acc: 0.704488
Epoch: 16 	Training Cost: 10365.582214	 Valid Acc: 0.7047699689528648 	Best Valid Acc: 0.704770
Epoch: 17 	Training Cost: 10268.822172	 Valid Acc: 0.7056167090036692 	Best Valid Acc: 0.705617
Epoch: 18 	Training Cost: 10192.223090	 Valid Acc: 0.7054755856618685 	Best Valid Acc: 0.705617
Epoch: 19 	Training Cost: 10130.296323	 Valid Acc: 0.7066045723962744 	Best Valid Acc: 0.706605
Epoch: 20 	Training Cost: 10078.348586	 Valid Acc: 0.7066045723962744 	Best Valid Acc: 0.706605
Epoch: 21 	Training Cost: 10033.708307	 Valid Acc: 0.7075924357888794 	Best Valid Acc: 0.707592
Epoch: 22 	Training Cost: 9994.209714	 Valid Acc: 0.7081569291560824 	Best Valid Acc: 0.708157
Epoch: 23 	Training Cost: 9958.483382	 Valid Acc: 0.7108382726502963 	Best Valid Acc: 0.710838
Epoch: 24 	Training Cost: 9925.701447	 Valid Acc: 0.7116850127011007 	Best Valid Acc: 0.711685
Epoch: 25 	Training Cost: 9895.291438	 Valid Acc: 0.7128139994355066 	Best Valid Acc: 0.712814
Epoch: 26 	Training Cost: 9866.717755	 Valid Acc: 0.713660739486311 	Best Valid Acc: 0.713661
Epoch: 27 	Training Cost: 9839.698450	 Valid Acc: 0.7153542195879199 	Best Valid Acc: 0.715354
Epoch: 28 	Training Cost: 9813.850923	 Valid Acc: 0.7166243296641265 	Best Valid Acc: 0.716624
Epoch: 29 	Training Cost: 9789.343175	 Valid Acc: 0.7171888230313294 	Best Valid Acc: 0.717189
Epoch: 30 	Training Cost: 9766.254028	 Valid Acc: 0.7153542195879199 	Best Valid Acc: 0.717189
Epoch: 31 	Training Cost: 9744.548457	 Valid Acc: 0.7152130962461191 	Best Valid Acc: 0.717189
Epoch: 32 	Training Cost: 9724.069483	 Valid Acc: 0.7150719729043183 	Best Valid Acc: 0.717189
Epoch: 33 	Training Cost: 9704.735804	 Valid Acc: 0.7154953429297206 	Best Valid Acc: 0.717189
Epoch: 34 	Training Cost: 9686.389915	 Valid Acc: 0.7162009596387242 	Best Valid Acc: 0.717189
Epoch: 35 	Training Cost: 9668.737926	 Valid Acc: 0.7170476996895286 	Best Valid Acc: 0.717189
Epoch: 36 	Training Cost: 9651.585869	 Valid Acc: 0.7173299463731301 	Best Valid Acc: 0.717330
Epoch: 37 	Training Cost: 9634.872961	 Valid Acc: 0.7160598362969235 	Best Valid Acc: 0.717330
Epoch: 38 	Training Cost: 9618.338442	 Valid Acc: 0.7160598362969235 	Best Valid Acc: 0.717330
Epoch: 39 	Training Cost: 9601.752408	 Valid Acc: 0.7149308495625176 	Best Valid Acc: 0.717330
Epoch: 40 	Training Cost: 9584.413501	 Valid Acc: 0.7149308495625176 	Best Valid Acc: 0.717330
