nn10.py, same as nn7.py, but add gender/age info
lr=2e-05, lamb=0.0, num_epoch=30
Epoch: 1 	Training Cost: 13280.175335	 Valid Acc: 0.6646909398814564 	Best Valid Acc: 0.664691
Epoch: 2 	Training Cost: 11803.795717	 Valid Acc: 0.6766864239345187 	Best Valid Acc: 0.676686
Epoch: 3 	Training Cost: 11544.017303	 Valid Acc: 0.6803556308213379 	Best Valid Acc: 0.680356
Epoch: 4 	Training Cost: 11466.924157	 Valid Acc: 0.6816257408975445 	Best Valid Acc: 0.681626
Epoch: 5 	Training Cost: 11430.929555	 Valid Acc: 0.683460344340954 	Best Valid Acc: 0.683460
Epoch: 6 	Training Cost: 11407.141223	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 7 	Training Cost: 11380.760895	 Valid Acc: 0.6833192209991532 	Best Valid Acc: 0.683743
Epoch: 8 	Training Cost: 11331.446329	 Valid Acc: 0.6826136042901496 	Best Valid Acc: 0.683743
Epoch: 9 	Training Cost: 11230.834888	 Valid Acc: 0.6817668642393452 	Best Valid Acc: 0.683743
Epoch: 10 	Training Cost: 11088.475610	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.685859
Epoch: 11 	Training Cost: 10940.110285	 Valid Acc: 0.6922099915325995 	Best Valid Acc: 0.692210
Epoch: 12 	Training Cost: 10791.108366	 Valid Acc: 0.6954558283940163 	Best Valid Acc: 0.695456
Epoch: 13 	Training Cost: 10648.914674	 Valid Acc: 0.6939034716342083 	Best Valid Acc: 0.695456
Epoch: 14 	Training Cost: 10526.370507	 Valid Acc: 0.6992661586226362 	Best Valid Acc: 0.699266
Epoch: 15 	Training Cost: 10425.767204	 Valid Acc: 0.7026531188258538 	Best Valid Acc: 0.702653
Epoch: 16 	Training Cost: 10343.137131	 Valid Acc: 0.7015241320914479 	Best Valid Acc: 0.702653
Epoch: 17 	Training Cost: 10274.124668	 Valid Acc: 0.7022297488004516 	Best Valid Acc: 0.702653
Epoch: 18 	Training Cost: 10215.458317	 Valid Acc: 0.70575783234547 	Best Valid Acc: 0.705758
Epoch: 19 	Training Cost: 10165.207048	 Valid Acc: 0.7071690657634773 	Best Valid Acc: 0.707169
Epoch: 20 	Training Cost: 10122.398728	 Valid Acc: 0.7085802991814846 	Best Valid Acc: 0.708580
Epoch: 21 	Training Cost: 10085.332055	 Valid Acc: 0.7090036692068868 	Best Valid Acc: 0.709004
Epoch: 22 	Training Cost: 10052.231952	 Valid Acc: 0.7095681625740897 	Best Valid Acc: 0.709568
Epoch: 23 	Training Cost: 10021.935612	 Valid Acc: 0.7115438893593 	Best Valid Acc: 0.711544
Epoch: 24 	Training Cost: 9994.203694	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.712955
Epoch: 25 	Training Cost: 9968.375659	 Valid Acc: 0.7128139994355066 	Best Valid Acc: 0.712955
Epoch: 26 	Training Cost: 9944.386667	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.713096
Epoch: 27 	Training Cost: 9922.068745	 Valid Acc: 0.7133784928027096 	Best Valid Acc: 0.713378
Epoch: 28 	Training Cost: 9900.950161	 Valid Acc: 0.714225232853514 	Best Valid Acc: 0.714225
Epoch: 29 	Training Cost: 9880.795933	 Valid Acc: 0.7149308495625176 	Best Valid Acc: 0.714931
Epoch: 30 	Training Cost: 9861.615794	 Valid Acc: 0.7143663561953147 	Best Valid Acc: 0.714931
lr=2e-05, lamb=0.0, num_epoch=30, best_valid_acc=0.7149308495625176, test_acc=0.7126728760937059
