nn10.py, same as nn7.py, but add gender/age info
Tuning process for lr=2e-05
----------------------------------------------------------
lr=2e-05, lamb=0, num_epoch=50
Epoch: 1 	Training Cost: 13562.752781	 Valid Acc: 0.6474738921817669 	Best Valid Acc: 0.647474
Epoch: 2 	Training Cost: 12170.700885	 Valid Acc: 0.6720293536550945 	Best Valid Acc: 0.672029
Epoch: 3 	Training Cost: 11670.462235	 Valid Acc: 0.6775331639853232 	Best Valid Acc: 0.677533
Epoch: 4 	Training Cost: 11516.242843	 Valid Acc: 0.6827547276319503 	Best Valid Acc: 0.682755
Epoch: 5 	Training Cost: 11449.565125	 Valid Acc: 0.6827547276319503 	Best Valid Acc: 0.682755
Epoch: 6 	Training Cost: 11414.403723	 Valid Acc: 0.6827547276319503 	Best Valid Acc: 0.682755
Epoch: 7 	Training Cost: 11393.165307	 Valid Acc: 0.682895850973751 	Best Valid Acc: 0.682896
Epoch: 8 	Training Cost: 11378.740327	 Valid Acc: 0.6821902342647473 	Best Valid Acc: 0.682896
Epoch: 9 	Training Cost: 11367.441679	 Valid Acc: 0.6824724809483489 	Best Valid Acc: 0.682896
Epoch: 10 	Training Cost: 11357.732976	 Valid Acc: 0.6830369743155518 	Best Valid Acc: 0.683037
Epoch: 11 	Training Cost: 11348.582646	 Valid Acc: 0.6833192209991532 	Best Valid Acc: 0.683319
Epoch: 12 	Training Cost: 11339.406433	 Valid Acc: 0.683460344340954 	Best Valid Acc: 0.683460
Epoch: 13 	Training Cost: 11329.602585	 Valid Acc: 0.6841659610499576 	Best Valid Acc: 0.684166
Epoch: 14 	Training Cost: 11318.921983	 Valid Acc: 0.6844482077335591 	Best Valid Acc: 0.684448
Epoch: 15 	Training Cost: 11306.917420	 Valid Acc: 0.6854360711261642 	Best Valid Acc: 0.685436
Epoch: 16 	Training Cost: 11293.273519	 Valid Acc: 0.6854360711261642 	Best Valid Acc: 0.685436
Epoch: 17 	Training Cost: 11277.487810	 Valid Acc: 0.6852949477843635 	Best Valid Acc: 0.685436
Epoch: 18 	Training Cost: 11258.998316	 Valid Acc: 0.6855771944679651 	Best Valid Acc: 0.685577
Epoch: 19 	Training Cost: 11236.458643	 Valid Acc: 0.6860005644933672 	Best Valid Acc: 0.686001
Epoch: 20 	Training Cost: 11208.956179	 Valid Acc: 0.6861416878351679 	Best Valid Acc: 0.686142
Epoch: 21 	Training Cost: 11175.956198	 Valid Acc: 0.6868473045441716 	Best Valid Acc: 0.686847
Epoch: 22 	Training Cost: 11136.634750	 Valid Acc: 0.6878351679367768 	Best Valid Acc: 0.687835
Epoch: 23 	Training Cost: 11090.255050	 Valid Acc: 0.6888230313293818 	Best Valid Acc: 0.688823
Epoch: 24 	Training Cost: 11036.120454	 Valid Acc: 0.6874117979113745 	Best Valid Acc: 0.688823
Epoch: 25 	Training Cost: 10974.385549	 Valid Acc: 0.6893875246965848 	Best Valid Acc: 0.689388
Epoch: 26 	Training Cost: 10906.019621	 Valid Acc: 0.6922099915325995 	Best Valid Acc: 0.692210
Epoch: 27 	Training Cost: 10831.567994	 Valid Acc: 0.6948913350268134 	Best Valid Acc: 0.694891
Epoch: 28 	Training Cost: 10756.517767	 Valid Acc: 0.6950324583686142 	Best Valid Acc: 0.695032
Epoch: 29 	Training Cost: 10683.465636	 Valid Acc: 0.6991250352808355 	Best Valid Acc: 0.699125
Epoch: 30 	Training Cost: 10614.195112	 Valid Acc: 0.6992661586226362 	Best Valid Acc: 0.699266
Epoch: 31 	Training Cost: 10549.899171	 Valid Acc: 0.7008185153824442 	Best Valid Acc: 0.700819
Epoch: 32 	Training Cost: 10491.229956	 Valid Acc: 0.7015241320914479 	Best Valid Acc: 0.701524
Epoch: 33 	Training Cost: 10438.190881	 Valid Acc: 0.7026531188258538 	Best Valid Acc: 0.702653
Epoch: 34 	Training Cost: 10390.250464	 Valid Acc: 0.7050522156364663 	Best Valid Acc: 0.705052
Epoch: 35 	Training Cost: 10346.849287	 Valid Acc: 0.7058989556872707 	Best Valid Acc: 0.705899
Epoch: 36 	Training Cost: 10307.364673	 Valid Acc: 0.7054755856618685 	Best Valid Acc: 0.705899
Epoch: 37 	Training Cost: 10271.176746	 Valid Acc: 0.7056167090036692 	Best Valid Acc: 0.705899
Epoch: 38 	Training Cost: 10237.825694	 Valid Acc: 0.7050522156364663 	Best Valid Acc: 0.705899
Epoch: 39 	Training Cost: 10206.827984	 Valid Acc: 0.7068868190798758 	Best Valid Acc: 0.706887
Epoch: 40 	Training Cost: 10177.723306	 Valid Acc: 0.7070279424216765 	Best Valid Acc: 0.707028
Epoch: 41 	Training Cost: 10150.464398	 Valid Acc: 0.7068868190798758 	Best Valid Acc: 0.707028
Epoch: 42 	Training Cost: 10124.751296	 Valid Acc: 0.7067456957380751 	Best Valid Acc: 0.707028
Epoch: 43 	Training Cost: 10100.354133	 Valid Acc: 0.7068868190798758 	Best Valid Acc: 0.707028
Epoch: 44 	Training Cost: 10077.180963	 Valid Acc: 0.7070279424216765 	Best Valid Acc: 0.707028
Epoch: 45 	Training Cost: 10055.101397	 Valid Acc: 0.7068868190798758 	Best Valid Acc: 0.707028
Epoch: 46 	Training Cost: 10033.989840	 Valid Acc: 0.7074513124470787 	Best Valid Acc: 0.707451
Epoch: 47 	Training Cost: 10013.731995	 Valid Acc: 0.7080158058142817 	Best Valid Acc: 0.708016
Epoch: 48 	Training Cost: 9994.191097	 Valid Acc: 0.7087214225232854 	Best Valid Acc: 0.708721
Epoch: 49 	Training Cost: 9975.403585	 Valid Acc: 0.709427039232289 	Best Valid Acc: 0.709427
Epoch: 50 	Training Cost: 9957.244047	 Valid Acc: 0.7095681625740897 	Best Valid Acc: 0.709568
lr=2e-05, lamb=0, num_epoch=50, test_acc=0.7044877222692634
----------------------------------------------------------
----------------------------------------------------------
lr=2e-05, lamb=1e-05, num_epoch=50
Epoch: 1 	Training Cost: 13611.887676	 Valid Acc: 0.6419700818515383 	Best Valid Acc: 0.641970
Epoch: 2 	Training Cost: 12206.931021	 Valid Acc: 0.6685012701100762 	Best Valid Acc: 0.668501
Epoch: 3 	Training Cost: 11659.114641	 Valid Acc: 0.6751340671747107 	Best Valid Acc: 0.675134
Epoch: 4 	Training Cost: 11505.546900	 Valid Acc: 0.6783799040361276 	Best Valid Acc: 0.678380
Epoch: 5 	Training Cost: 11440.900760	 Valid Acc: 0.6821902342647473 	Best Valid Acc: 0.682190
Epoch: 6 	Training Cost: 11407.000759	 Valid Acc: 0.6820491109229466 	Best Valid Acc: 0.682190
Epoch: 7 	Training Cost: 11386.287510	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 8 	Training Cost: 11371.502155	 Valid Acc: 0.6848715777589613 	Best Valid Acc: 0.684872
Epoch: 9 	Training Cost: 11358.971310	 Valid Acc: 0.6852949477843635 	Best Valid Acc: 0.685295
Epoch: 10 	Training Cost: 11347.004291	 Valid Acc: 0.6861416878351679 	Best Valid Acc: 0.686142
Epoch: 11 	Training Cost: 11334.729970	 Valid Acc: 0.6864239345187694 	Best Valid Acc: 0.686424
Epoch: 12 	Training Cost: 11321.290935	 Valid Acc: 0.6864239345187694 	Best Valid Acc: 0.686424
Epoch: 13 	Training Cost: 11305.864430	 Valid Acc: 0.6868473045441716 	Best Valid Acc: 0.686847
Epoch: 14 	Training Cost: 11287.468213	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.686847
Epoch: 15 	Training Cost: 11265.621769	 Valid Acc: 0.6860005644933672 	Best Valid Acc: 0.686847
Epoch: 16 	Training Cost: 11239.053413	 Valid Acc: 0.6855771944679651 	Best Valid Acc: 0.686847
Epoch: 17 	Training Cost: 11206.916742	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.686847
Epoch: 18 	Training Cost: 11168.077014	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.686847
Epoch: 19 	Training Cost: 11121.822663	 Valid Acc: 0.6872706745695738 	Best Valid Acc: 0.687271
Epoch: 20 	Training Cost: 11067.775753	 Valid Acc: 0.6889641546711827 	Best Valid Acc: 0.688964
Epoch: 21 	Training Cost: 11005.820748	 Valid Acc: 0.6922099915325995 	Best Valid Acc: 0.692210
Epoch: 22 	Training Cost: 10937.135456	 Valid Acc: 0.6929156082416031 	Best Valid Acc: 0.692916
Epoch: 23 	Training Cost: 10862.437506	 Valid Acc: 0.6926333615580017 	Best Valid Acc: 0.692916
Epoch: 24 	Training Cost: 10785.328702	 Valid Acc: 0.6947502116850127 	Best Valid Acc: 0.694750
Epoch: 25 	Training Cost: 10708.606900	 Valid Acc: 0.6984194185718318 	Best Valid Acc: 0.698419
Epoch: 26 	Training Cost: 10634.601233	 Valid Acc: 0.7003951453570421 	Best Valid Acc: 0.700395
Epoch: 27 	Training Cost: 10565.116528	 Valid Acc: 0.7002540220152413 	Best Valid Acc: 0.700395
Epoch: 28 	Training Cost: 10501.237579	 Valid Acc: 0.7018063787750494 	Best Valid Acc: 0.701806
Epoch: 29 	Training Cost: 10443.522022	 Valid Acc: 0.7037821055602597 	Best Valid Acc: 0.703782
Epoch: 30 	Training Cost: 10391.766936	 Valid Acc: 0.7043465989274627 	Best Valid Acc: 0.704347
Epoch: 31 	Training Cost: 10345.467257	 Valid Acc: 0.7054755856618685 	Best Valid Acc: 0.705476
Epoch: 32 	Training Cost: 10303.827642	 Valid Acc: 0.7067456957380751 	Best Valid Acc: 0.706746
Epoch: 33 	Training Cost: 10266.271836	 Valid Acc: 0.7075924357888794 	Best Valid Acc: 0.707592
Epoch: 34 	Training Cost: 10232.103071	 Valid Acc: 0.7085802991814846 	Best Valid Acc: 0.708580
Epoch: 35 	Training Cost: 10200.745013	 Valid Acc: 0.709991532599492 	Best Valid Acc: 0.709992
Epoch: 36 	Training Cost: 10171.773990	 Valid Acc: 0.709427039232289 	Best Valid Acc: 0.709992
Epoch: 37 	Training Cost: 10144.912126	 Valid Acc: 0.709991532599492 	Best Valid Acc: 0.709992
Epoch: 38 	Training Cost: 10119.814736	 Valid Acc: 0.7105560259666949 	Best Valid Acc: 0.710556
Epoch: 39 	Training Cost: 10096.306322	 Valid Acc: 0.7109793959920971 	Best Valid Acc: 0.710979
Epoch: 40 	Training Cost: 10074.272718	 Valid Acc: 0.7116850127011007 	Best Valid Acc: 0.711685
Epoch: 41 	Training Cost: 10053.419240	 Valid Acc: 0.7116850127011007 	Best Valid Acc: 0.711685
Epoch: 42 	Training Cost: 10033.707399	 Valid Acc: 0.7112616426756986 	Best Valid Acc: 0.711685
