nn5.py, two encoders + one decoder
Tuning process for lr=2e-05
----------------------------------------------------------
lr=2e-05, lamb=0, num_epoch=200
Epoch: 1 	Training Cost: 13438.311067	 Valid Acc: 0.6591871295512278 	Best Valid Acc: 0.659187
Epoch: 2 	Training Cost: 11931.116913	 Valid Acc: 0.6802145074795372 	Best Valid Acc: 0.680215
Epoch: 3 	Training Cost: 11556.169927	 Valid Acc: 0.6827547276319503 	Best Valid Acc: 0.682755
Epoch: 4 	Training Cost: 11450.075063	 Valid Acc: 0.6831780976573525 	Best Valid Acc: 0.683178
Epoch: 5 	Training Cost: 11399.684640	 Valid Acc: 0.6833192209991532 	Best Valid Acc: 0.683319
Epoch: 6 	Training Cost: 11366.475142	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 7 	Training Cost: 11336.251228	 Valid Acc: 0.6845893310753599 	Best Valid Acc: 0.684589
Epoch: 8 	Training Cost: 11299.292730	 Valid Acc: 0.6869884278859724 	Best Valid Acc: 0.686988
Epoch: 9 	Training Cost: 11246.315240	 Valid Acc: 0.6855771944679651 	Best Valid Acc: 0.686988
Epoch: 10 	Training Cost: 11166.729266	 Valid Acc: 0.6872706745695738 	Best Valid Acc: 0.687271
Epoch: 11 	Training Cost: 11061.699976	 Valid Acc: 0.6896697713801863 	Best Valid Acc: 0.689670
Epoch: 12 	Training Cost: 10941.142493	 Valid Acc: 0.6936212249506069 	Best Valid Acc: 0.693621
Epoch: 13 	Training Cost: 10816.963005	 Valid Acc: 0.6985605419136325 	Best Valid Acc: 0.698561
Epoch: 14 	Training Cost: 10698.273198	 Valid Acc: 0.6999717753316399 	Best Valid Acc: 0.699972
Epoch: 15 	Training Cost: 10592.156851	 Valid Acc: 0.7012418854078465 	Best Valid Acc: 0.701242
Epoch: 16 	Training Cost: 10501.549360	 Valid Acc: 0.7034998588766582 	Best Valid Acc: 0.703500
Epoch: 17 	Training Cost: 10424.244544	 Valid Acc: 0.7040643522438611 	Best Valid Acc: 0.704064
Epoch: 18 	Training Cost: 10357.217793	 Valid Acc: 0.707310189105278 	Best Valid Acc: 0.707310
Epoch: 19 	Training Cost: 10298.413914	 Valid Acc: 0.7090036692068868 	Best Valid Acc: 0.709004
Epoch: 20 	Training Cost: 10246.548003	 Valid Acc: 0.707874682472481 	Best Valid Acc: 0.709004
Epoch: 21 	Training Cost: 10200.219442	 Valid Acc: 0.7082980524978831 	Best Valid Acc: 0.709004
Epoch: 22 	Training Cost: 10158.610457	 Valid Acc: 0.7104149026248942 	Best Valid Acc: 0.710415
Epoch: 23 	Training Cost: 10120.347337	 Valid Acc: 0.7101326559412927 	Best Valid Acc: 0.710415
Epoch: 24 	Training Cost: 10084.674971	 Valid Acc: 0.7098504092576913 	Best Valid Acc: 0.710415
Epoch: 25 	Training Cost: 10051.383477	 Valid Acc: 0.709991532599492 	Best Valid Acc: 0.710415
Epoch: 26 	Training Cost: 10020.126451	 Valid Acc: 0.709427039232289 	Best Valid Acc: 0.710415
Epoch: 27 	Training Cost: 9990.945863	 Valid Acc: 0.7092859158904883 	Best Valid Acc: 0.710415
Epoch: 28 	Training Cost: 9963.810682	 Valid Acc: 0.709427039232289 	Best Valid Acc: 0.710415
Epoch: 29 	Training Cost: 9938.311131	 Valid Acc: 0.7104149026248942 	Best Valid Acc: 0.710415
Epoch: 30 	Training Cost: 9914.338278	 Valid Acc: 0.7114027660174993 	Best Valid Acc: 0.711403
Epoch: 31 	Training Cost: 9891.678034	 Valid Acc: 0.7126728760937059 	Best Valid Acc: 0.712673
Epoch: 32 	Training Cost: 9870.229695	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.713096
Epoch: 33 	Training Cost: 9849.700197	 Valid Acc: 0.7132373694609089 	Best Valid Acc: 0.713237
Epoch: 34 	Training Cost: 9830.242114	 Valid Acc: 0.7138018628281118 	Best Valid Acc: 0.713802
Epoch: 35 	Training Cost: 9811.497293	 Valid Acc: 0.714225232853514 	Best Valid Acc: 0.714225
Epoch: 36 	Training Cost: 9793.417769	 Valid Acc: 0.7143663561953147 	Best Valid Acc: 0.714366
Epoch: 37 	Training Cost: 9775.746291	 Valid Acc: 0.7140841095117132 	Best Valid Acc: 0.714366
Epoch: 38 	Training Cost: 9758.532001	 Valid Acc: 0.7135196161445103 	Best Valid Acc: 0.714366
Epoch: 39 	Training Cost: 9741.709945	 Valid Acc: 0.7139429861699125 	Best Valid Acc: 0.714366
Epoch: 40 	Training Cost: 9724.971415	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714366
Epoch: 41 	Training Cost: 9708.329522	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714366
Epoch: 42 	Training Cost: 9691.611756	 Valid Acc: 0.7123906294101044 	Best Valid Acc: 0.714366
Epoch: 43 	Training Cost: 9674.448146	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714366
Epoch: 44 	Training Cost: 9656.475235	 Valid Acc: 0.7145074795371155 	Best Valid Acc: 0.714507
Epoch: 45 	Training Cost: 9637.507093	 Valid Acc: 0.7146486028789162 	Best Valid Acc: 0.714649
Epoch: 46 	Training Cost: 9617.045426	 Valid Acc: 0.7159187129551228 	Best Valid Acc: 0.715919
Epoch: 47 	Training Cost: 9595.025210	 Valid Acc: 0.7159187129551228 	Best Valid Acc: 0.715919
Epoch: 48 	Training Cost: 9571.453792	 Valid Acc: 0.7152130962461191 	Best Valid Acc: 0.715919
Epoch: 49 	Training Cost: 9546.916925	 Valid Acc: 0.7147897262207169 	Best Valid Acc: 0.715919
Epoch: 50 	Training Cost: 9521.638032	 Valid Acc: 0.7154953429297206 	Best Valid Acc: 0.715919
Epoch: 51 	Training Cost: 9496.319989	 Valid Acc: 0.7146486028789162 	Best Valid Acc: 0.715919
