nn4.py, Model=900, 256, 128, 64
Tuning process for lr=2e-05
----------------------------------------------------------
lr=2e-05, lamb=0, num_epoch=200
Epoch: 1 	Training Cost: 13268.543228	 Valid Acc: 0.6675134067174711 	Best Valid Acc: 0.667513
Epoch: 2 	Training Cost: 11831.236947	 Valid Acc: 0.6796500141123342 	Best Valid Acc: 0.679650
Epoch: 3 	Training Cost: 11555.333107	 Valid Acc: 0.6826136042901496 	Best Valid Acc: 0.682614
Epoch: 4 	Training Cost: 11477.721701	 Valid Acc: 0.682895850973751 	Best Valid Acc: 0.682896
Epoch: 5 	Training Cost: 11446.581242	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 6 	Training Cost: 11431.654777	 Valid Acc: 0.6840248377081569 	Best Valid Acc: 0.684025
Epoch: 7 	Training Cost: 11420.273343	 Valid Acc: 0.6836014676827548 	Best Valid Acc: 0.684025
Epoch: 8 	Training Cost: 11373.891676	 Valid Acc: 0.683460344340954 	Best Valid Acc: 0.684025
Epoch: 9 	Training Cost: 11240.811459	 Valid Acc: 0.6826136042901496 	Best Valid Acc: 0.684025
Epoch: 10 	Training Cost: 11098.102620	 Valid Acc: 0.6817668642393452 	Best Valid Acc: 0.684025
Epoch: 11 	Training Cost: 10991.037332	 Valid Acc: 0.6848715777589613 	Best Valid Acc: 0.684872
Epoch: 12 	Training Cost: 10888.499118	 Valid Acc: 0.689810894721987 	Best Valid Acc: 0.689811
Epoch: 13 	Training Cost: 10764.107331	 Valid Acc: 0.6958791984194186 	Best Valid Acc: 0.695879
Epoch: 14 	Training Cost: 10624.802296	 Valid Acc: 0.6991250352808355 	Best Valid Acc: 0.699125
Epoch: 15 	Training Cost: 10500.594597	 Valid Acc: 0.7015241320914479 	Best Valid Acc: 0.701524
Epoch: 16 	Training Cost: 10402.005792	 Valid Acc: 0.7047699689528648 	Best Valid Acc: 0.704770
Epoch: 17 	Training Cost: 10326.147007	 Valid Acc: 0.7053344623200677 	Best Valid Acc: 0.705334
Epoch: 18 	Training Cost: 10265.408476	 Valid Acc: 0.7060400790290714 	Best Valid Acc: 0.706040
Epoch: 19 	Training Cost: 10215.991157	 Valid Acc: 0.7087214225232854 	Best Valid Acc: 0.708721
Epoch: 20 	Training Cost: 10174.556563	 Valid Acc: 0.7104149026248942 	Best Valid Acc: 0.710415
Epoch: 21 	Training Cost: 10139.273356	 Valid Acc: 0.7095681625740897 	Best Valid Acc: 0.710415
Epoch: 22 	Training Cost: 10108.647682	 Valid Acc: 0.7108382726502963 	Best Valid Acc: 0.710838
Epoch: 23 	Training Cost: 10082.034954	 Valid Acc: 0.7116850127011007 	Best Valid Acc: 0.711685
Epoch: 24 	Training Cost: 10058.536961	 Valid Acc: 0.7123906294101044 	Best Valid Acc: 0.712391
Epoch: 25 	Training Cost: 10037.577704	 Valid Acc: 0.7125317527519052 	Best Valid Acc: 0.712532
Epoch: 26 	Training Cost: 10018.980118	 Valid Acc: 0.7123906294101044 	Best Valid Acc: 0.712532
Epoch: 27 	Training Cost: 10001.703875	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.712955
Epoch: 28 	Training Cost: 9986.109232	 Valid Acc: 0.7123906294101044 	Best Valid Acc: 0.712955
Epoch: 29 	Training Cost: 9971.315327	 Valid Acc: 0.7119672593847022 	Best Valid Acc: 0.712955
Epoch: 30 	Training Cost: 9957.409436	 Valid Acc: 0.7122495060683037 	Best Valid Acc: 0.712955
Epoch: 31 	Training Cost: 9944.342052	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.713096
Epoch: 32 	Training Cost: 9931.757649	 Valid Acc: 0.7128139994355066 	Best Valid Acc: 0.713096
Epoch: 33 	Training Cost: 9919.644010	 Valid Acc: 0.7132373694609089 	Best Valid Acc: 0.713237
Epoch: 34 	Training Cost: 9907.755186	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.713237
Epoch: 35 	Training Cost: 9896.657876	 Valid Acc: 0.7139429861699125 	Best Valid Acc: 0.713943
Epoch: 36 	Training Cost: 9885.903768	 Valid Acc: 0.7140841095117132 	Best Valid Acc: 0.714084
Epoch: 37 	Training Cost: 9875.469660	 Valid Acc: 0.7133784928027096 	Best Valid Acc: 0.714084
Epoch: 38 	Training Cost: 9864.764607	 Valid Acc: 0.7133784928027096 	Best Valid Acc: 0.714084
Epoch: 39 	Training Cost: 9854.434719	 Valid Acc: 0.7128139994355066 	Best Valid Acc: 0.714084
Epoch: 40 	Training Cost: 9844.029652	 Valid Acc: 0.7126728760937059 	Best Valid Acc: 0.714084
Epoch: 41 	Training Cost: 9833.910510	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714084
Epoch: 42 	Training Cost: 9823.404700	 Valid Acc: 0.7132373694609089 	Best Valid Acc: 0.714084
Epoch: 43 	Training Cost: 9813.588466	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714084
Epoch: 44 	Training Cost: 9803.546892	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714084
Epoch: 45 	Training Cost: 9793.067117	 Valid Acc: 0.7132373694609089 	Best Valid Acc: 0.714084
Epoch: 46 	Training Cost: 9783.181610	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714084
Epoch: 47 	Training Cost: 9772.665325	 Valid Acc: 0.7133784928027096 	Best Valid Acc: 0.714084
Epoch: 48 	Training Cost: 9762.629050	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714084
Epoch: 49 	Training Cost: 9752.376426	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714084
Epoch: 50 	Training Cost: 9741.857021	 Valid Acc: 0.7129551227773073 	Best Valid Acc: 0.714084
Epoch: 51 	Training Cost: 9731.725667	 Valid Acc: 0.7132373694609089 	Best Valid Acc: 0.714084
Epoch: 52 	Training Cost: 9720.521872	 Valid Acc: 0.713660739486311 	Best Valid Acc: 0.714084
Epoch: 53 	Training Cost: 9709.781077	 Valid Acc: 0.7149308495625176 	Best Valid Acc: 0.714931
Epoch: 54 	Training Cost: 9699.107226	 Valid Acc: 0.714225232853514 	Best Valid Acc: 0.714931
Epoch: 55 	Training Cost: 9688.147662	 Valid Acc: 0.7139429861699125 	Best Valid Acc: 0.714931
Epoch: 56 	Training Cost: 9677.164072	 Valid Acc: 0.714225232853514 	Best Valid Acc: 0.714931
Epoch: 57 	Training Cost: 9665.389862	 Valid Acc: 0.713660739486311 	Best Valid Acc: 0.714931
Epoch: 58 	Training Cost: 9654.174926	 Valid Acc: 0.7140841095117132 	Best Valid Acc: 0.714931
Epoch: 59 	Training Cost: 9641.764180	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714931
Epoch: 60 	Training Cost: 9630.314447	 Valid Acc: 0.7139429861699125 	Best Valid Acc: 0.714931
Epoch: 61 	Training Cost: 9617.650209	 Valid Acc: 0.7133784928027096 	Best Valid Acc: 0.714931
Epoch: 62 	Training Cost: 9605.315431	 Valid Acc: 0.712108382726503 	Best Valid Acc: 0.714931
Epoch: 63 	Training Cost: 9591.216123	 Valid Acc: 0.7125317527519052 	Best Valid Acc: 0.714931
Epoch: 64 	Training Cost: 9577.702967	 Valid Acc: 0.7112616426756986 	Best Valid Acc: 0.714931
Epoch: 65 	Training Cost: 9563.292423	 Valid Acc: 0.7105560259666949 	Best Valid Acc: 0.714931
Epoch: 66 	Training Cost: 9548.983392	 Valid Acc: 0.7102737792830934 	Best Valid Acc: 0.714931
Epoch: 67 	Training Cost: 9533.580263	 Valid Acc: 0.7111205193338979 	Best Valid Acc: 0.714931
Epoch: 68 	Training Cost: 9517.241445	 Valid Acc: 0.7112616426756986 	Best Valid Acc: 0.714931
Epoch: 69 	Training Cost: 9502.234672	 Valid Acc: 0.7116850127011007 	Best Valid Acc: 0.714931
Epoch: 70 	Training Cost: 9486.953772	 Valid Acc: 0.7125317527519052 	Best Valid Acc: 0.714931
Epoch: 71 	Training Cost: 9473.483813	 Valid Acc: 0.7126728760937059 	Best Valid Acc: 0.714931
Epoch: 72 	Training Cost: 9457.884389	 Valid Acc: 0.7119672593847022 	Best Valid Acc: 0.714931
Epoch: 73 	Training Cost: 9444.209672	 Valid Acc: 0.713096246119108 	Best Valid Acc: 0.714931
Epoch: 74 	Training Cost: 9430.680982	 Valid Acc: 0.7126728760937059 	Best Valid Acc: 0.714931
Epoch: 75 	Training Cost: 9417.169115	 Valid Acc: 0.7118261360429015 	Best Valid Acc: 0.714931
Epoch: 76 	Training Cost: 9401.961267	 Valid Acc: 0.7119672593847022 	Best Valid Acc: 0.714931
Epoch: 77 	Training Cost: 9387.783859	 Valid Acc: 0.7098504092576913 	Best Valid Acc: 0.714931
Epoch: 78 	Training Cost: 9372.498948	 Valid Acc: 0.7104149026248942 	Best Valid Acc: 0.714931
Epoch: 79 	Training Cost: 9357.342996	 Valid Acc: 0.7091447925486876 	Best Valid Acc: 0.714931
Epoch: 80 	Training Cost: 9343.717490	 Valid Acc: 0.7091447925486876 	Best Valid Acc: 0.714931
Epoch: 81 	Training Cost: 9333.163527	 Valid Acc: 0.7056167090036692 	Best Valid Acc: 0.714931
Epoch: 82 	Training Cost: 9317.494331	 Valid Acc: 0.7058989556872707 	Best Valid Acc: 0.714931
Epoch: 83 	Training Cost: 9303.804873	 Valid Acc: 0.7053344623200677 	Best Valid Acc: 0.714931
Epoch: 84 	Training Cost: 9290.132929	 Valid Acc: 0.7037821055602597 	Best Valid Acc: 0.714931
Epoch: 85 	Training Cost: 9270.452603	 Valid Acc: 0.7029353655094552 	Best Valid Acc: 0.714931
Epoch: 86 	Training Cost: 9253.552266	 Valid Acc: 0.7039232289020604 	Best Valid Acc: 0.714931
Epoch: 87 	Training Cost: 9239.078020	 Valid Acc: 0.7026531188258538 	Best Valid Acc: 0.714931
Epoch: 88 	Training Cost: 9222.663703	 Valid Acc: 0.7049110922946655 	Best Valid Acc: 0.714931
Epoch: 89 	Training Cost: 9207.728448	 Valid Acc: 0.7040643522438611 	Best Valid Acc: 0.714931
Epoch: 90 	Training Cost: 9191.300989	 Valid Acc: 0.7050522156364663 	Best Valid Acc: 0.714931
Epoch: 91 	Training Cost: 9177.718877	 Valid Acc: 0.7054755856618685 	Best Valid Acc: 0.714931
Epoch: 92 	Training Cost: 9167.361551	 Valid Acc: 0.7043465989274627 	Best Valid Acc: 0.714931
Epoch: 93 	Training Cost: 9154.135798	 Valid Acc: 0.7033587355348575 	Best Valid Acc: 0.714931
Epoch: 94 	Training Cost: 9137.207379	 Valid Acc: 0.7027942421676545 	Best Valid Acc: 0.714931
Epoch: 95 	Training Cost: 9123.256316	 Valid Acc: 0.7002540220152413 	Best Valid Acc: 0.714931
Epoch: 96 	Training Cost: 9110.284632	 Valid Acc: 0.7029353655094552 	Best Valid Acc: 0.714931
Epoch: 97 	Training Cost: 9097.783622	 Valid Acc: 0.7015241320914479 	Best Valid Acc: 0.714931
Epoch: 98 	Training Cost: 9086.188142	 Valid Acc: 0.6998306519898391 	Best Valid Acc: 0.714931
Epoch: 99 	Training Cost: 9069.181529	 Valid Acc: 0.6992661586226362 	Best Valid Acc: 0.714931
Epoch: 100 	Training Cost: 9053.174484	 Valid Acc: 0.7012418854078465 	Best Valid Acc: 0.714931
Epoch: 101 	Training Cost: 9042.393049	 Valid Acc: 0.7016652554332486 	Best Valid Acc: 0.714931
Epoch: 102 	Training Cost: 9026.375381	 Valid Acc: 0.7008185153824442 	Best Valid Acc: 0.714931
Epoch: 103 	Training Cost: 9012.612181	 Valid Acc: 0.7029353655094552 	Best Valid Acc: 0.714931
Epoch: 104 	Training Cost: 8997.315298	 Valid Acc: 0.7016652554332486 	Best Valid Acc: 0.714931
Epoch: 105 	Training Cost: 8983.389098	 Valid Acc: 0.6998306519898391 	Best Valid Acc: 0.714931
Epoch: 106 	Training Cost: 8968.920912	 Valid Acc: 0.6977138018628282 	Best Valid Acc: 0.714931
Epoch: 107 	Training Cost: 8958.147090	 Valid Acc: 0.7001128986734406 	Best Valid Acc: 0.714931
Epoch: 108 	Training Cost: 8945.662016	 Valid Acc: 0.6978549252046289 	Best Valid Acc: 0.714931
Epoch: 109 	Training Cost: 8929.730932	 Valid Acc: 0.6978549252046289 	Best Valid Acc: 0.714931
