nn3.py, Model=1024,256,256+388
Tuning process for lr=3e-05
----------------------------------------------------------
lr=3e-05, lamb=0, num_epoch=200
Epoch: 1 	Training Cost: 12059.480523	 Valid Acc: 0.6803556308213379 	Best Valid Acc: 0.680356
Epoch: 2 	Training Cost: 11555.197350	 Valid Acc: 0.6819079875811459 	Best Valid Acc: 0.681908
Epoch: 3 	Training Cost: 11499.281689	 Valid Acc: 0.6830369743155518 	Best Valid Acc: 0.683037
Epoch: 4 	Training Cost: 11438.342394	 Valid Acc: 0.6845893310753599 	Best Valid Acc: 0.684589
Epoch: 5 	Training Cost: 11344.189747	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.685859
Epoch: 6 	Training Cost: 11147.691819	 Valid Acc: 0.6930567315834039 	Best Valid Acc: 0.693057
Epoch: 7 	Training Cost: 10804.540059	 Valid Acc: 0.6968670618120237 	Best Valid Acc: 0.696867
Epoch: 8 	Training Cost: 10485.623083	 Valid Acc: 0.7015241320914479 	Best Valid Acc: 0.701524
Epoch: 9 	Training Cost: 10281.997276	 Valid Acc: 0.7054755856618685 	Best Valid Acc: 0.705476
Epoch: 10 	Training Cost: 10140.625800	 Valid Acc: 0.7070279424216765 	Best Valid Acc: 0.707028
Epoch: 11 	Training Cost: 10025.219790	 Valid Acc: 0.7092859158904883 	Best Valid Acc: 0.709286
Epoch: 12 	Training Cost: 9922.112545	 Valid Acc: 0.709427039232289 	Best Valid Acc: 0.709427
Epoch: 13 	Training Cost: 9824.310680	 Valid Acc: 0.7095681625740897 	Best Valid Acc: 0.709568
Epoch: 14 	Training Cost: 9729.524484	 Valid Acc: 0.707310189105278 	Best Valid Acc: 0.709568
Epoch: 15 	Training Cost: 9636.181809	 Valid Acc: 0.7063223257126728 	Best Valid Acc: 0.709568
Epoch: 16 	Training Cost: 9545.535525	 Valid Acc: 0.7063223257126728 	Best Valid Acc: 0.709568
Epoch: 17 	Training Cost: 9453.936144	 Valid Acc: 0.7081569291560824 	Best Valid Acc: 0.709568
Epoch: 18 	Training Cost: 9361.161434	 Valid Acc: 0.7077335591306803 	Best Valid Acc: 0.709568
Epoch: 19 	Training Cost: 9262.652938	 Valid Acc: 0.707874682472481 	Best Valid Acc: 0.709568
Epoch: 20 	Training Cost: 9155.968384	 Valid Acc: 0.707310189105278 	Best Valid Acc: 0.709568
Epoch: 21 	Training Cost: 9038.381915	 Valid Acc: 0.7077335591306803 	Best Valid Acc: 0.709568
Epoch: 22 	Training Cost: 8912.080747	 Valid Acc: 0.7042054755856618 	Best Valid Acc: 0.709568
Epoch: 23 	Training Cost: 8779.082998	 Valid Acc: 0.7027942421676545 	Best Valid Acc: 0.709568
Epoch: 24 	Training Cost: 8642.804355	 Valid Acc: 0.6996895286480384 	Best Valid Acc: 0.709568
Epoch: 25 	Training Cost: 8504.560156	 Valid Acc: 0.6971493084956252 	Best Valid Acc: 0.709568
Epoch: 26 	Training Cost: 8367.526929	 Valid Acc: 0.6953147050522156 	Best Valid Acc: 0.709568
Epoch: 27 	Training Cost: 8228.426032	 Valid Acc: 0.6958791984194186 	Best Valid Acc: 0.709568
Epoch: 28 	Training Cost: 8087.547981	 Valid Acc: 0.6936212249506069 	Best Valid Acc: 0.709568
Epoch: 29 	Training Cost: 7945.504597	 Valid Acc: 0.6909398814563928 	Best Valid Acc: 0.709568
Epoch: 30 	Training Cost: 7801.677395	 Valid Acc: 0.6878351679367768 	Best Valid Acc: 0.709568
Epoch: 31 	Training Cost: 7657.543727	 Valid Acc: 0.6891052780129834 	Best Valid Acc: 0.709568
Epoch: 32 	Training Cost: 7513.883118	 Valid Acc: 0.6885407846457804 	Best Valid Acc: 0.709568
Epoch: 33 	Training Cost: 7372.149927	 Valid Acc: 0.6862828111769687 	Best Valid Acc: 0.709568
Epoch: 34 	Training Cost: 7232.170838	 Valid Acc: 0.6855771944679651 	Best Valid Acc: 0.709568
Epoch: 35 	Training Cost: 7094.752247	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.709568
Epoch: 36 	Training Cost: 6958.622389	 Valid Acc: 0.6810612475303415 	Best Valid Acc: 0.709568
Epoch: 37 	Training Cost: 6823.634015	 Valid Acc: 0.6796500141123342 	Best Valid Acc: 0.709568
Epoch: 38 	Training Cost: 6689.641137	 Valid Acc: 0.6780976573525261 	Best Valid Acc: 0.709568
Epoch: 39 	Training Cost: 6556.207052	 Valid Acc: 0.6768275472763196 	Best Valid Acc: 0.709568
Epoch: 40 	Training Cost: 6423.824681	 Valid Acc: 0.6766864239345187 	Best Valid Acc: 0.709568
Epoch: 41 	Training Cost: 6293.456052	 Valid Acc: 0.6762630539091166 	Best Valid Acc: 0.709568
Epoch: 42 	Training Cost: 6164.283004	 Valid Acc: 0.67499294383291 	Best Valid Acc: 0.709568
Epoch: 43 	Training Cost: 6037.505105	 Valid Acc: 0.6737228337567034 	Best Valid Acc: 0.709568
Epoch: 44 	Training Cost: 5912.246191	 Valid Acc: 0.6717471069714931 	Best Valid Acc: 0.709568
Epoch: 45 	Training Cost: 5789.375145	 Valid Acc: 0.6707592435788879 	Best Valid Acc: 0.709568
Epoch: 46 	Training Cost: 5668.078686	 Valid Acc: 0.6707592435788879 	Best Valid Acc: 0.709568
Epoch: 47 	Training Cost: 5549.748729	 Valid Acc: 0.6709003669206887 	Best Valid Acc: 0.709568
Epoch: 48 	Training Cost: 5433.849903	 Valid Acc: 0.6692068868190799 	Best Valid Acc: 0.709568
Epoch: 49 	Training Cost: 5321.045721	 Valid Acc: 0.6686423934518769 	Best Valid Acc: 0.709568
Epoch: 50 	Training Cost: 5211.375208	 Valid Acc: 0.668077900084674 	Best Valid Acc: 0.709568
Epoch: 51 	Training Cost: 5104.861434	 Valid Acc: 0.6661021732994638 	Best Valid Acc: 0.709568
Epoch: 52 	Training Cost: 5000.528430	 Valid Acc: 0.6641264465142535 	Best Valid Acc: 0.709568
Epoch: 53 	Training Cost: 4899.148551	 Valid Acc: 0.6624329664126446 	Best Valid Acc: 0.709568
Epoch: 54 	Training Cost: 4800.683581	 Valid Acc: 0.6621507197290432 	Best Valid Acc: 0.709568
Epoch: 55 	Training Cost: 4704.095149	 Valid Acc: 0.6635619531470506 	Best Valid Acc: 0.709568
Epoch: 56 	Training Cost: 4609.934682	 Valid Acc: 0.6634208298052497 	Best Valid Acc: 0.709568
Epoch: 57 	Training Cost: 4517.204844	 Valid Acc: 0.6629974597798476 	Best Valid Acc: 0.709568
Epoch: 58 	Training Cost: 4426.388336	 Valid Acc: 0.6639853231724527 	Best Valid Acc: 0.709568
Epoch: 59 	Training Cost: 4337.150274	 Valid Acc: 0.663279706463449 	Best Valid Acc: 0.709568
Epoch: 60 	Training Cost: 4249.299641	 Valid Acc: 0.6629974597798476 	Best Valid Acc: 0.709568
Epoch: 61 	Training Cost: 4162.762464	 Valid Acc: 0.6613039796782387 	Best Valid Acc: 0.709568
Epoch: 62 	Training Cost: 4077.337485	 Valid Acc: 0.6601749929438329 	Best Valid Acc: 0.709568
