nn8.py, two encoders + one decoder
Tuning process for lr=1e-05
----------------------------------------------------------
lr=1e-05, lamb=0, num_epoch=200
Epoch: 1 	Training Cost: 13806.701408	 Valid Acc: 0.6552356759808072 	Best Valid Acc: 0.655236
Epoch: 2 	Training Cost: 12473.205038	 Valid Acc: 0.676545300592718 	Best Valid Acc: 0.676545
Epoch: 3 	Training Cost: 11754.410248	 Valid Acc: 0.6773920406435224 	Best Valid Acc: 0.677392
Epoch: 4 	Training Cost: 11555.794804	 Valid Acc: 0.6788032740615297 	Best Valid Acc: 0.678803
Epoch: 5 	Training Cost: 11476.619839	 Valid Acc: 0.679226644086932 	Best Valid Acc: 0.679227
Epoch: 6 	Training Cost: 11435.330287	 Valid Acc: 0.6819079875811459 	Best Valid Acc: 0.681908
Epoch: 7 	Training Cost: 11410.423496	 Valid Acc: 0.6820491109229466 	Best Valid Acc: 0.682049
Epoch: 8 	Training Cost: 11393.815234	 Valid Acc: 0.6821902342647473 	Best Valid Acc: 0.682190
Epoch: 9 	Training Cost: 11381.594046	 Valid Acc: 0.6833192209991532 	Best Valid Acc: 0.683319
Epoch: 10 	Training Cost: 11371.587570	 Valid Acc: 0.6833192209991532 	Best Valid Acc: 0.683319
Epoch: 11 	Training Cost: 11362.504101	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.683743
Epoch: 12 	Training Cost: 11353.389600	 Valid Acc: 0.6840248377081569 	Best Valid Acc: 0.684025
Epoch: 13 	Training Cost: 11343.251448	 Valid Acc: 0.6840248377081569 	Best Valid Acc: 0.684025
Epoch: 14 	Training Cost: 11331.530063	 Valid Acc: 0.6840248377081569 	Best Valid Acc: 0.684025
Epoch: 15 	Training Cost: 11317.016129	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.684025
Epoch: 16 	Training Cost: 11297.955133	 Valid Acc: 0.6831780976573525 	Best Valid Acc: 0.684025
Epoch: 17 	Training Cost: 11270.891090	 Valid Acc: 0.6819079875811459 	Best Valid Acc: 0.684025
Epoch: 18 	Training Cost: 11233.670615	 Valid Acc: 0.6821902342647473 	Best Valid Acc: 0.684025
Epoch: 19 	Training Cost: 11180.902733	 Valid Acc: 0.6819079875811459 	Best Valid Acc: 0.684025
Epoch: 20 	Training Cost: 11112.753479	 Valid Acc: 0.6837425910245555 	Best Valid Acc: 0.684025
Epoch: 21 	Training Cost: 11031.957169	 Valid Acc: 0.6858594411515665 	Best Valid Acc: 0.685859
Epoch: 22 	Training Cost: 10945.009265	 Valid Acc: 0.6899520180637877 	Best Valid Acc: 0.689952
Epoch: 23 	Training Cost: 10856.801268	 Valid Acc: 0.6926333615580017 	Best Valid Acc: 0.692633
Epoch: 24 	Training Cost: 10770.194859	 Valid Acc: 0.6947502116850127 	Best Valid Acc: 0.694750
Epoch: 25 	Training Cost: 10686.833485	 Valid Acc: 0.6977138018628282 	Best Valid Acc: 0.697714
Epoch: 26 	Training Cost: 10608.416639	 Valid Acc: 0.6999717753316399 	Best Valid Acc: 0.699972
Epoch: 27 	Training Cost: 10536.224362	 Valid Acc: 0.7013830087496472 	Best Valid Acc: 0.701383
Epoch: 28 	Training Cost: 10470.540682	 Valid Acc: 0.7033587355348575 	Best Valid Acc: 0.703359
Epoch: 29 	Training Cost: 10411.072057	 Valid Acc: 0.7050522156364663 	Best Valid Acc: 0.705052
Epoch: 30 	Training Cost: 10357.204319	 Valid Acc: 0.7047699689528648 	Best Valid Acc: 0.705052
Epoch: 31 	Training Cost: 10308.259468	 Valid Acc: 0.705193338978267 	Best Valid Acc: 0.705193
Epoch: 32 	Training Cost: 10263.523372	 Valid Acc: 0.7043465989274627 	Best Valid Acc: 0.705193
Epoch: 33 	Training Cost: 10222.510720	 Valid Acc: 0.7044877222692634 	Best Valid Acc: 0.705193
Epoch: 34 	Training Cost: 10184.821862	 Valid Acc: 0.705193338978267 	Best Valid Acc: 0.705193
Epoch: 35 	Training Cost: 10150.275360	 Valid Acc: 0.7047699689528648 	Best Valid Acc: 0.705193
Epoch: 36 	Training Cost: 10118.750627	 Valid Acc: 0.7053344623200677 	Best Valid Acc: 0.705334
Epoch: 37 	Training Cost: 10089.943967	 Valid Acc: 0.7056167090036692 	Best Valid Acc: 0.705617
Epoch: 38 	Training Cost: 10063.571165	 Valid Acc: 0.707310189105278 	Best Valid Acc: 0.707310
Epoch: 39 	Training Cost: 10039.337758	 Valid Acc: 0.7075924357888794 	Best Valid Acc: 0.707592
Epoch: 40 	Training Cost: 10016.937692	 Valid Acc: 0.7074513124470787 	Best Valid Acc: 0.707592
Epoch: 41 	Training Cost: 9996.162908	 Valid Acc: 0.707874682472481 	Best Valid Acc: 0.707875
Epoch: 42 	Training Cost: 9976.799767	 Valid Acc: 0.7082980524978831 	Best Valid Acc: 0.708298
